composer,composerLabel,birth,death,countryLabel
http://www.wikidata.org/entity/Q33039,Bjørnar Andresen,1945-04-01T00:00:00Z,2004-10-02T00:00:00Z,Norway
http://www.wikidata.org/entity/Q33042,Svein Finnerud,1945-09-02T00:00:00Z,2000-06-22T00:00:00Z,Norway
http://www.wikidata.org/entity/Q33124,Jimmy Van Heusen,1913-01-26T00:00:00Z,1990-02-06T00:00:00Z,United States
http://www.wikidata.org/entity/Q33550,Frederick II of Prussia,1712-01-24T00:00:00Z,1786-08-17T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q33605,Kesha,1987-03-01T00:00:00Z,,United States
http://www.wikidata.org/entity/Q34054,Ambrose Akinmusire,1982-05-01T00:00:00Z,,United States
http://www.wikidata.org/entity/Q34166,Slash,1965-07-23T00:00:00Z,,United States
http://www.wikidata.org/entity/Q34166,Slash,1965-07-23T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q34424,Shakira,1977-02-02T00:00:00Z,,Spain
http://www.wikidata.org/entity/Q34424,Shakira,1977-02-02T00:00:00Z,,Colombia
http://www.wikidata.org/entity/Q34580,Ichirō Mizuki,1948-01-07T00:00:00Z,2022-12-06T00:00:00Z,Japan
http://www.wikidata.org/entity/Q34624,Giovanni Gabrieli,1557-01-01T00:00:00Z,1612-08-12T00:00:00Z,Republic of Venice
http://www.wikidata.org/entity/Q36057,Thomas Herier,,,France
http://www.wikidata.org/entity/Q36065,Baudouin des Auteus,,,France
http://www.wikidata.org/entity/Q36767,Robert Pattinson,1986-05-13T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q37134,Frederick William III of Prussia,1770-08-03T00:00:00Z,1840-06-07T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q37325,Jimmie Lee Sloas,1970-05-12T00:00:00Z,,United States
http://www.wikidata.org/entity/Q37355,John Michael Talbot,1954-05-08T00:00:00Z,,United States
http://www.wikidata.org/entity/Q38253,Leroy Shield,1893-10-02T00:00:00Z,1962-01-09T00:00:00Z,United States
http://www.wikidata.org/entity/Q38257,Enya,1961-05-17T00:00:00Z,,Ireland
http://www.wikidata.org/entity/Q38363,Frejat,1962-05-21T00:00:00Z,,Brazil
http://www.wikidata.org/entity/Q38370,Henry VIII of England,1491-07-07T00:00:00Z,1547-02-07T00:00:00Z,Kingdom of England
http://www.wikidata.org/entity/Q38393,Asha Bhosle,1933-09-08T00:00:00Z,2026-04-12T00:00:00Z,India
http://www.wikidata.org/entity/Q38393,Asha Bhosle,1933-09-08T00:00:00Z,2026-04-12T00:00:00Z,British Raj
http://www.wikidata.org/entity/Q38632,Tony Sbarbaro,1897-06-27T00:00:00Z,1969-10-30T00:00:00Z,United States
http://www.wikidata.org/entity/Q38802,Adelaide Ferreira,1959-09-23T00:00:00Z,,Portugal
http://www.wikidata.org/entity/Q39107,Róbert Gulya,1973-11-10T00:00:00Z,,Hungary
http://www.wikidata.org/entity/Q39282,Johann Ignaz Walter,1755-08-31T00:00:00Z,1822-02-22T00:00:00Z,Austrian Empire
http://www.wikidata.org/entity/Q39319,Jean Françaix,1912-05-23T00:00:00Z,1997-09-25T00:00:00Z,France
http://www.wikidata.org/entity/Q39574,Candice King,1987-05-13T00:00:00Z,,United States
http://www.wikidata.org/entity/Q39639,Brad Paisley,1972-10-28T00:00:00Z,,United States
http://www.wikidata.org/entity/Q40069,Sara Ramirez,1975-08-31T00:00:00Z,,United States
http://www.wikidata.org/entity/Q40069,Sara Ramirez,1975-08-31T00:00:00Z,,Mexico
http://www.wikidata.org/entity/Q40096,Will Smith,1968-09-25T00:00:00Z,,United States
http://www.wikidata.org/entity/Q40479,Q40479,1969-01-12T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q40503,Alma Deutscher,2005-02-19T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q40580,Lisa Gerrard,1961-04-12T00:00:00Z,,Australia
http://www.wikidata.org/entity/Q41173,Demi Lovato,1992-08-20T00:00:00Z,,United States
http://www.wikidata.org/entity/Q41281,Martik Qaraxanyan,1949-07-17T00:00:00Z,,Iran
http://www.wikidata.org/entity/Q41309,Franz Liszt,1811-10-22T00:00:00Z,1886-07-31T00:00:00Z,Austria–Hungary
http://www.wikidata.org/entity/Q41309,Franz Liszt,1811-10-22T00:00:00Z,1886-07-31T00:00:00Z,Austrian Empire
http://www.wikidata.org/entity/Q41309,Franz Liszt,1811-10-22T00:00:00Z,1886-07-31T00:00:00Z,Kingdom of Hungary
http://www.wikidata.org/entity/Q41408,Federico García Lorca,1898-06-05T00:00:00Z,1936-08-19T00:00:00Z,Spain
http://www.wikidata.org/entity/Q41555,Jacques Offenbach,1819-06-20T00:00:00Z,1880-10-05T00:00:00Z,France
http://www.wikidata.org/entity/Q41555,Jacques Offenbach,1819-06-20T00:00:00Z,1880-10-05T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q41594,Christina Aguilera,1980-12-18T00:00:00Z,,United States
http://www.wikidata.org/entity/Q41618,Leo VI the Wise,0866-09-23T00:00:00Z,0912-05-16T00:00:00Z,Byzantine Empire
http://www.wikidata.org/entity/Q41780,Karl Seglem,1961-07-08T00:00:00Z,,Norway
http://www.wikidata.org/entity/Q42018,Anuradha Paudwal,1952-10-27T00:00:00Z,,India
http://www.wikidata.org/entity/Q42025,Q-Tip,1970-04-10T00:00:00Z,,United States
http://www.wikidata.org/entity/Q42402,Andrea Bocelli,1958-09-22T00:00:00Z,,Italy
http://www.wikidata.org/entity/Q42455,Björk,1965-11-21T00:00:00Z,,Iceland
http://www.wikidata.org/entity/Q42904,Dima Bilan,1981-12-24T00:00:00Z,,Russia
http://www.wikidata.org/entity/Q42904,Dima Bilan,1981-12-24T00:00:00Z,,Soviet Union
http://www.wikidata.org/entity/Q43189,Juanes,1972-08-09T00:00:00Z,,Colombia
http://www.wikidata.org/entity/Q43203,Clint Eastwood,1930-05-31T00:00:00Z,,United States
http://www.wikidata.org/entity/Q43760,Hans-Jürgen Buchner,1944-12-27T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q43778,Manfred Porsch,1950-04-14T00:00:00Z,,Austria
http://www.wikidata.org/entity/Q43796,Walter Andreas Angerer,1940-01-01T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q43807,Toni Stricker,1930-04-04T00:00:00Z,2022-02-16T00:00:00Z,Austria
http://www.wikidata.org/entity/Q43932,Angus Young,1955-03-31T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q43932,Angus Young,1955-03-31T00:00:00Z,,Australia
http://www.wikidata.org/entity/Q44078,Tony MacAlpine,1960-08-29T00:00:00Z,,United States
http://www.wikidata.org/entity/Q44086,Carl Orff,1895-07-10T00:00:00Z,1982-03-29T00:00:00Z,Germany
http://www.wikidata.org/entity/Q44086,Carl Orff,1895-07-10T00:00:00Z,1982-03-29T00:00:00Z,German Reich
http://www.wikidata.org/entity/Q44089,Matthias Maute,1963-01-01T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q44122,Django Reinhardt,1910-01-23T00:00:00Z,1953-05-16T00:00:00Z,France
http://www.wikidata.org/entity/Q44195,Dieter Glawischnig,1938-03-07T00:00:00Z,,Austria
http://www.wikidata.org/entity/Q44301,Jim Morrison,1943-12-08T00:00:00Z,1971-07-03T00:00:00Z,United States
http://www.wikidata.org/entity/Q44315,Hide,1964-12-13T00:00:00Z,1998-05-02T00:00:00Z,Japan
http://www.wikidata.org/entity/Q254,Wolfgang Amadeus Mozart,1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,Prince-Archbishopric of Salzburg
http://www.wikidata.org/entity/Q255,Ludwig van Beethoven,1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,Austrian Empire
http://www.wikidata.org/entity/Q255,Ludwig van Beethoven,1770-12-16T00:00:00Z,1827-03-26T00:00:00Z,Electorate of Cologne
http://www.wikidata.org/entity/Q353,Blanche of Castile,1188-03-11T00:00:00Z,1252-12-04T00:00:00Z,Kingdom of Castile
http://www.wikidata.org/entity/Q392,Bob Dylan,1941-05-24T00:00:00Z,,United States
http://www.wikidata.org/entity/Q409,Bob Marley,1945-02-06T00:00:00Z,1981-05-11T00:00:00Z,Jamaica
http://www.wikidata.org/entity/Q512,Vladimir Vysotsky,1938-01-25T00:00:00Z,1980-07-25T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q557,Patti Smith,1946-12-30T00:00:00Z,,United States
http://www.wikidata.org/entity/Q714,Stevie Wonder,1950-05-13T00:00:00Z,,United States
http://www.wikidata.org/entity/Q714,Stevie Wonder,1950-05-13T00:00:00Z,,Ghana
http://www.wikidata.org/entity/Q762,Leonardo da Vinci,1452-04-24T00:00:00Z,1519-05-12T00:00:00Z,Republic of Florence
http://www.wikidata.org/entity/Q765,Dario Fo,1926-03-24T00:00:00Z,2016-10-13T00:00:00Z,Italy
http://www.wikidata.org/entity/Q765,Dario Fo,1926-03-24T00:00:00Z,2016-10-13T00:00:00Z,Kingdom of Italy
http://www.wikidata.org/entity/Q882,Charlie Chaplin,1889-04-16T00:00:00Z,1977-12-25T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q882,Charlie Chaplin,1889-04-16T00:00:00Z,1977-12-25T00:00:00Z,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q939,Pedro I of Brazil,1798-10-12T00:00:00Z,1834-09-24T00:00:00Z,Kingdom of Portugal
http://www.wikidata.org/entity/Q939,Pedro I of Brazil,1798-10-12T00:00:00Z,1834-09-24T00:00:00Z,Empire of Brazil
http://www.wikidata.org/entity/Q1145,Jean-Philippe Rameau,1683-09-25T00:00:00Z,1764-09-12T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q1151,Hector Berlioz,1803-12-11T00:00:00Z,1869-03-08T00:00:00Z,France
http://www.wikidata.org/entity/Q1178,Maurice Ravel,1875-03-07T00:00:00Z,1937-12-28T00:00:00Z,France
http://www.wikidata.org/entity/Q1192,Jean-Baptiste Lully,1632-11-28T00:00:00Z,1687-03-22T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q1192,Jean-Baptiste Lully,1632-11-28T00:00:00Z,1687-03-22T00:00:00Z,Grand Duchy of Tuscany
http://www.wikidata.org/entity/Q1203,John Lennon,1940-10-09T00:00:00Z,1980-12-08T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q1225,Bruce Springsteen,1949-09-23T00:00:00Z,,United States
http://www.wikidata.org/entity/Q1268,Frédéric Chopin,1810-03-01T00:00:00Z,1849-10-17T00:00:00Z,France
http://www.wikidata.org/entity/Q1268,Frédéric Chopin,1810-03-01T00:00:00Z,1849-10-17T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q1268,Frédéric Chopin,1810-03-01T00:00:00Z,1849-10-17T00:00:00Z,Duchy of Warsaw
http://www.wikidata.org/entity/Q1268,Frédéric Chopin,1810-03-01T00:00:00Z,1849-10-17T00:00:00Z,Congress Poland
http://www.wikidata.org/entity/Q1339,Johann Sebastian Bach,1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q1339,Johann Sebastian Bach,1685-03-31T00:00:00Z,1750-07-28T00:00:00Z,Saxe-Eisenach
http://www.wikidata.org/entity/Q1340,Antonio Vivaldi,1678-03-04T00:00:00Z,1741-07-28T00:00:00Z,Republic of Venice
http://www.wikidata.org/entity/Q1453,Alexandra Stan,1989-06-10T00:00:00Z,,Romania
http://www.wikidata.org/entity/Q1511,Richard Wagner,1813-05-22T00:00:00Z,1883-02-13T00:00:00Z,Kingdom of Saxony
http://www.wikidata.org/entity/Q1514,Q1514,1943-01-19T00:00:00Z,1970-10-04T00:00:00Z,United States
http://www.wikidata.org/entity/Q1545,Cyndi Lauper,1953-06-22T00:00:00Z,,United States
http://www.wikidata.org/entity/Q1666,Jacques Brel,1929-04-08T00:00:00Z,1978-10-09T00:00:00Z,Belgium
http://www.wikidata.org/entity/Q1698,Serge Gainsbourg,1928-04-02T00:00:00Z,1991-03-02T00:00:00Z,France
http://www.wikidata.org/entity/Q1768,Ella Fitzgerald,1917-04-25T00:00:00Z,1996-06-15T00:00:00Z,United States
http://www.wikidata.org/entity/Q1785,Charles Aznavour,1924-05-22T00:00:00Z,2018-10-01T00:00:00Z,France
http://www.wikidata.org/entity/Q1785,Charles Aznavour,1924-05-22T00:00:00Z,2018-10-01T00:00:00Z,Armenia
http://www.wikidata.org/entity/Q1804,Barbara,1930-06-09T00:00:00Z,1997-11-24T00:00:00Z,France
http://www.wikidata.org/entity/Q2071,David Lynch,1946-01-20T00:00:00Z,2025-01-16T00:00:00Z,United States
http://www.wikidata.org/entity/Q2116,Hans Schmidt,1854-09-06T00:00:00Z,1923-08-29T00:00:00Z,Germany
http://www.wikidata.org/entity/Q2116,Hans Schmidt,1854-09-06T00:00:00Z,1923-08-29T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q2190,Coluche,1944-10-28T00:00:00Z,1986-06-19T00:00:00Z,France
http://www.wikidata.org/entity/Q2263,Tom Hanks,1956-07-09T00:00:00Z,,United States
http://www.wikidata.org/entity/Q2263,Tom Hanks,1956-07-09T00:00:00Z,,Greece
http://www.wikidata.org/entity/Q2274,Chet Baker,1929-12-23T00:00:00Z,1988-05-13T00:00:00Z,United States
http://www.wikidata.org/entity/Q2291,Totò,1898-02-15T00:00:00Z,1967-04-15T00:00:00Z,Italy
http://www.wikidata.org/entity/Q2291,Totò,1898-02-15T00:00:00Z,1967-04-15T00:00:00Z,Kingdom of Italy
http://www.wikidata.org/entity/Q2599,Paul McCartney,1942-06-18T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q2643,George Harrison,1943-02-25T00:00:00Z,2001-11-29T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q2808,Elton John,1947-03-25T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q2831,Michael Jackson,1958-08-29T00:00:00Z,2009-06-25T00:00:00Z,United States
http://www.wikidata.org/entity/Q3008,Mike Oldfield,1953-05-15T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q3036,Mack Wilberg,1955-01-01T00:00:00Z,,United States
http://www.wikidata.org/entity/Q3048,Charles Maurras,1868-04-20T00:00:00Z,1952-11-16T00:00:00Z,France
http://www.wikidata.org/entity/Q3197,Friedrich Wilhelm Grund,1791-10-07T00:00:00Z,1874-11-24T00:00:00Z,Germany
http://www.wikidata.org/entity/Q3260,Hubert Clifford,1904-05-31T00:00:00Z,1959-09-04T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q3260,Hubert Clifford,1904-05-31T00:00:00Z,1959-09-04T00:00:00Z,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q3321,Simon Lohet,1550-01-01T00:00:00Z,1611-01-01T00:00:00Z,Prince-Bishopric of Liège
http://www.wikidata.org/entity/Q3816,George Sand,1804-07-01T00:00:00Z,1876-06-08T00:00:00Z,France
http://www.wikidata.org/entity/Q4028,Paul Simon,1941-10-13T00:00:00Z,,United States
http://www.wikidata.org/entity/Q4030,Duke Ellington,1899-04-29T00:00:00Z,1974-05-24T00:00:00Z,United States
http://www.wikidata.org/entity/Q4042,CeeLo Green,1975-05-30T00:00:00Z,,United States
http://www.wikidata.org/entity/Q4061,Woody Guthrie,1912-07-14T00:00:00Z,1967-10-03T00:00:00Z,United States
http://www.wikidata.org/entity/Q4214,Adam de la Halle,1240-01-01T00:00:00Z,1288-01-01T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q4235,Miley Cyrus,1992-11-23T00:00:00Z,,United States
http://www.wikidata.org/entity/Q4267,Adémar de Chabannes,0988-01-01T00:00:00Z,1034-01-01T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q4270,Tom DeLonge,1975-12-13T00:00:00Z,,United States
http://www.wikidata.org/entity/Q4279,Richard Barbieri,1957-11-30T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q4295,Peter Abelard,1079-01-01T00:00:00Z,1142-04-28T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q4344,Arnaut Daniel,1150-01-01T00:00:00Z,1210-01-01T00:00:00Z,France
http://www.wikidata.org/entity/Q4498,Comtesse de Die,1140-01-01T00:00:00Z,1212-01-01T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q4501,Bernard de Ventadour,1140-01-01T00:00:00Z,1190-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4510,Bertran de Born,1140-01-01T00:00:00Z,1215-01-01T00:00:00Z,France
http://www.wikidata.org/entity/Q4636,Barbra Streisand,1942-04-24T00:00:00Z,,United States
http://www.wikidata.org/entity/Q4700,Claude Debussy,1862-08-22T00:00:00Z,1918-03-25T00:00:00Z,France
http://www.wikidata.org/entity/Q4761,Ernst Mielck,1877-10-24T00:00:00Z,1899-10-22T00:00:00Z,Grand Duchy of Finland
http://www.wikidata.org/entity/Q4762,Roy Budd,1947-03-14T00:00:00Z,1993-08-07T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q5105,Céline Dion,1968-03-30T00:00:00Z,,Canada
http://www.wikidata.org/entity/Q5170,Blondel de Nesle,1155-01-01T00:00:00Z,1202-01-01T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q5197,Gace Brulé,1160-01-01T00:00:00Z,1213-01-01T00:00:00Z,France
http://www.wikidata.org/entity/Q5199,Le Chastelain de Couci,1200-01-01T00:00:00Z,1300-01-01T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q5201,Raimbaut d'Aurenga,1147-01-01T00:00:00Z,1173-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5220,Tibors de Sarenom,1130-01-01T00:00:00Z,1182-01-01T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q5220,Tibors de Sarenom,1145-01-01T00:00:00Z,1182-01-01T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q5220,Tibors de Sarenom,1130-01-01T00:00:00Z,1198-01-01T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q5220,Tibors de Sarenom,1145-01-01T00:00:00Z,1198-01-01T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q5252,Salh d'Escola,1101-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/7d564b87b914f2a4494293676060bf28,Kingdom of France
http://www.wikidata.org/entity/Q5254,Folquet de Marseille,1155-01-01T00:00:00Z,1232-01-01T00:00:00Z,France
http://www.wikidata.org/entity/Q5260,Jaufré Rudel,1000-01-01T00:00:00Z,1148-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5260,Jaufré Rudel,1113-01-01T00:00:00Z,1148-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5260,Jaufré Rudel,1000-01-01T00:00:00Z,1181-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5260,Jaufré Rudel,1113-01-01T00:00:00Z,1181-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5269,Peire Vidal,1175-01-01T00:00:00Z,1205-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5269,Peire Vidal,1175-01-01T00:00:00Z,1215-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5351,Guillaume IX,1071-10-28T00:00:00Z,1127-02-18T00:00:00Z,Duchy of Aquitaine
http://www.wikidata.org/entity/Q5356,Gautier de Coincy,1177-01-01T00:00:00Z,1236-10-02T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q5363,Maria de Ventadorn,1180-01-01T00:00:00Z,1222-01-01T00:00:00Z,Kingdom of France
http://www.wikidata.org/entity/Q7314,Igor Stravinsky,1882-06-17T00:00:00Z,1971-04-06T00:00:00Z,United States
http://www.wikidata.org/entity/Q7314,Igor Stravinsky,1882-06-17T00:00:00Z,1971-04-06T00:00:00Z,Switzerland
http://www.wikidata.org/entity/Q7314,Igor Stravinsky,1882-06-17T00:00:00Z,1971-04-06T00:00:00Z,France
http://www.wikidata.org/entity/Q7314,Igor Stravinsky,1882-06-17T00:00:00Z,1971-04-06T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q7315,Pyotr Ilyich Tchaikovsky,1840-05-07T00:00:00Z,1893-11-06T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q7317,Giuseppe Verdi,1813-10-10T00:00:00Z,1901-01-27T00:00:00Z,Kingdom of Italy
http://www.wikidata.org/entity/Q7346,John Coltrane,1926-09-23T00:00:00Z,1967-07-17T00:00:00Z,United States
http://www.wikidata.org/entity/Q7349,Joseph Haydn,1732-03-31T00:00:00Z,1809-05-31T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q7351,Robert Schumann,1810-06-08T00:00:00Z,1856-07-29T00:00:00Z,Kingdom of Saxony
http://www.wikidata.org/entity/Q7542,Prince,1958-06-07T00:00:00Z,2016-04-21T00:00:00Z,United States
http://www.wikidata.org/entity/Q8446,Kurt Cobain,1967-02-20T00:00:00Z,1994-04-05T00:00:00Z,United States
http://www.wikidata.org/entity/Q8873,Satyajit Ray,1921-05-02T00:00:00Z,1992-04-23T00:00:00Z,India
http://www.wikidata.org/entity/Q8884,Joey Moe,1985-06-08T00:00:00Z,,Kingdom of Denmark
http://www.wikidata.org/entity/Q9358,Friedrich Nietzsche,1844-10-15T00:00:00Z,1900-08-25T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q9397,Zhu Xi,1130-10-25T00:00:00Z,1200-04-30T00:00:00Z,Song dynasty
http://www.wikidata.org/entity/Q9554,Martin Luther,1483-11-19T00:00:00Z,1546-02-28T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q9554,Martin Luther,1483-11-19T00:00:00Z,1546-02-28T00:00:00Z,Electorate of Saxony
http://www.wikidata.org/entity/Q9695,Henry Purcell,1659-09-10T00:00:00Z,1695-11-21T00:00:00Z,Kingdom of England
http://www.wikidata.org/entity/Q9726,Gioachino Rossini,1792-02-29T00:00:00Z,1868-11-13T00:00:00Z,Papal States
http://www.wikidata.org/entity/Q9726,Gioachino Rossini,1792-02-29T00:00:00Z,1868-11-13T00:00:00Z,Kingdom of Italy
http://www.wikidata.org/entity/Q10681,Alan Stivell,1944-01-06T00:00:00Z,,France
http://www.wikidata.org/entity/Q10689,Didier Squiban,1959-09-23T00:00:00Z,,France
http://www.wikidata.org/entity/Q10696,Gweltaz ar Fur,1950-04-25T00:00:00Z,,France
http://www.wikidata.org/entity/Q11172,Addys Mercedes,1973-01-01T00:00:00Z,,Cuba
http://www.wikidata.org/entity/Q11901,Beck,1970-07-08T00:00:00Z,,United States
http://www.wikidata.org/entity/Q11907,Mark Oliver Everett,1963-04-10T00:00:00Z,,United States
http://www.wikidata.org/entity/Q11975,Britney Spears,1981-12-02T00:00:00Z,,United States
http://www.wikidata.org/entity/Q11998,Kylie Minogue,1968-05-28T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q11998,Kylie Minogue,1968-05-28T00:00:00Z,,Australia
http://www.wikidata.org/entity/Q12006,Dave Grohl,1969-01-14T00:00:00Z,,United States
http://www.wikidata.org/entity/Q12742,François Sudre,1787-08-15T00:00:00Z,1862-10-03T00:00:00Z,France
http://www.wikidata.org/entity/Q12881,Paulo Coelho,1947-08-24T00:00:00Z,,Brazil
http://www.wikidata.org/entity/Q13003,Arturo Toscanini,1867-03-25T00:00:00Z,1957-01-16T00:00:00Z,Italy
http://www.wikidata.org/entity/Q13003,Arturo Toscanini,1867-03-25T00:00:00Z,1957-01-16T00:00:00Z,Kingdom of Italy
http://www.wikidata.org/entity/Q13132,Erik Mongrain,1980-04-12T00:00:00Z,,Canada
http://www.wikidata.org/entity/Q13407,Willem Duys,1928-08-17T00:00:00Z,2011-06-02T00:00:00Z,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q13894,Richard Strauss,1864-06-11T00:00:00Z,1949-09-08T00:00:00Z,Germany
http://www.wikidata.org/entity/Q14042,Willy Moon,1989-06-02T00:00:00Z,,New Zealand
http://www.wikidata.org/entity/Q14045,Moby,1965-09-11T00:00:00Z,,United States
http://www.wikidata.org/entity/Q14277,William Herschel,1738-11-15T00:00:00Z,1822-08-25T00:00:00Z,Kingdom of Great Britain
